,"dateUpdated","timeUpdated","brand","categories","colors","name","isSale","offer"
"AWpxalDHJbEilcB6RKLA","2019 May, 1","2019-05-01T03:00:36Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Fabric/Faux Suede","Women's Nametag Bootie",,"Online only: 60% off"
"AWpxaNjzJbEilcB6RJ16","2019 May, 1","2019-05-01T03:00:35Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Fabric/Faux Suede","Women's Nametag Bootie",,"Online only: 60% off"
"AWpxaJUXM263mwCq-qzi","2019 May, 1","2019-05-01T03:00:32Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Fabric/Faux Suede","Women's Nametag Bootie",,"Online only: 60% off"
"AWpxZuuoM263mwCq-qdP","2019 May, 1","2019-05-01T03:00:30Z","Luichiny","Clothing,Shoes,Womens Shoes,All Womens Shoes","Mustard Imi Suede","Women's Luichiny Great Lee",,"Online only: 69% off"
"AWpxbSkq0U_gzG0hjqLh","2019 May, 1","2019-05-01T03:00:28Z","Propet","Clothing,Shoes,Womens Shoes,All Womens Shoes","Gray","Propet Annika 2E Open Toe Leather Slides Sandal",,"Online only"
"AWpxUFu30U_gzG0hjoKE","2019 May, 1","2019-05-01T02:29:24Z","Fergalicious","Clothing,Shoes,Womens Shoes,All Womens Shoes","Sand Oiled Fabric","Fergalicious Womens Paisley Closed Toe Ankle Fashion Boots",,"Online only: 68% off"
"AWptkBSxM263mwCq-kos","2019/4/30","2019-04-30T09:03:43Z","Bamboo","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Snake","1-Fiction01 by Bamboo, Snake Print Classic High Heel Pointy Toe Dress Plain Pump",,"Online only"
"AWptiWjH0U_gzG0hjirK","2019/4/30","2019-04-30T09:03:38Z","Fitflop","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dark Tan","Fitflop Womens Superchelsea Pull On Leather Boot Shoes",,"Online only: 41% off"
"AWptbOYB0U_gzG0hjhtS","2019/4/30","2019-04-30T08:18:18Z","Skechers","Womens Shoes,Clothing,All Womens Shoes,Shoes","Navy / White,Navy/White","Skechers Women's Mantra Ultra - Forte Navy / White Ankle-High Fashion Sneaker 7M",,"Online only: 73% off"
"AWptZPnh0U_gzG0hjgsy","2019/4/30","2019-04-30T08:17:47Z","Fergalicious","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Microfiber","Women's Fergalicious Campton Ankle Bootie",,"Online only"
"AWptXUhfM263mwCq-h1V","2019/4/30","2019-04-30T08:13:18Z","Cliffs by White Mountain","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown/Multi/Dis","Cliffs By White Mountain Womens Tori Closed Toe Ankle Fashion Boots",,"Online only: 48% off"
"AWptbIA3JbEilcB6RCV_","2019/4/30","2019-04-30T08:12:56Z","Giani Bernini","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Giani Bernini Womens Giani Bernini Seanuh Wedge Pumps Suede Round Toe Wedge P...",,"Online only: 54% off"
"AWptZLavM263mwCq-iZ8","2019/4/30","2019-04-30T08:12:55Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","Fr3","New Balance Women's Wx711 Cg3 Ankle-High Mesh Running Shoe - 11M",,"Online only"
"AWptcEO80U_gzG0hjiI6","2019/4/30","2019-04-30T08:12:44Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Grey","Womens Knee-high Ruffle Boot",,"Online only: 45% off"
"AWptb92AM263mwCq-j1g","2019/4/30","2019-04-30T08:12:37Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Combo","Aerosoles After Hours Women Round Toe Suede Black Knee High Boot",,"Online only: 44% off"
"AWptWp5sM263mwCq-hn9","2019/4/30","2019-04-30T08:12:36Z","Michael Antonio","Clothing,Shoes,Womens Shoes,All Womens Shoes","Toffee","MICHAEL Michael Kors Thalia Lace-Up Dress Sandals",,"Online only"
"AWptYlXEAGTnQPR7vtIm","2019/4/30","2019-04-30T08:12:31Z","L'Artiste by Spring Step","Womens Shoes,Clothing,All Womens Shoes,Shoes","Sky Blue Leather","Women's L'Artiste by Spring Step Libora Slip-On",,"Online only"
"AWptWVDzJbEilcB6RAd6","2019/4/30","2019-04-30T08:12:27Z","Not Rated","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Not Rated Womens Cocktail Queen Riding Boots",,"Online only"
"AWptaohRM263mwCq-jD4","2019/4/30","2019-04-30T08:12:22Z","Floral","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver","FLORAL Staci Women's Wide Width Peep Toe Glitter Bow with Jewel Slingback Pump GOLD 9.5",,"Online only"
"AWptXPjtM263mwCq-hzv","2019/4/30","2019-04-30T08:12:00Z","Cape Robbin","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Cape Robbin Mona 1Womens Faux Suede Thigh High Boot",,"Online only"
"AWptXmUS0U_gzG0hjgLP","2019/4/30","2019-04-30T08:11:49Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","Wb2","New Balance Women's Wvngo By Ankle-High Running Shoe - 7.5W",,"Online only: 10% off"
"AWptau9aAGTnQPR7vuDE","2019/4/30","2019-04-30T08:10:40Z","Heal USA","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown","Women's Heal USA Audrey",,"Online only: 29% off"
"AWptbZIJ0U_gzG0hjhxh","2019/4/30","2019-04-30T08:10:20Z","Drew","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Smooth Leather","Women's Krista Lace Up Bootie",,"Online only: 11% off"
"AWptcEvNJbEilcB6RC3G","2019/4/30","2019-04-30T08:09:53Z","ellie","Womens Shoes,Clothing,All Womens Shoes,Shoes","Green","4 Inch Glitter Go Go Boots Platform Chunky Heel Sexy Glamour Boots",,"Online only: 21% off"
"AWptZcQvM263mwCq-igk","2019/4/30","2019-04-30T08:09:42Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Chestnut","Women's Wide Calf Faux Leather Slouch Riding Boots",,"Online only: 64% off"
"AWptWb15M263mwCq-hkL","2019/4/30","2019-04-30T08:09:10Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Faux Leather/Black Matte","Women's Pleaser Adore 1019 Open Toe Bootie",,"Online only"
"AWptYSEwJbEilcB6RBDW","2019/4/30","2019-04-30T08:08:25Z","mizuno","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","wave rider 20 womens - mizuno",,"Online only: 50% off"
"AWptWViRAGTnQPR7vsdQ","2019/4/30","2019-04-30T08:07:23Z","Ellie Shoes","Womens Shoes,Clothing,All Womens Shoes,Shoes","Turquoise Glitter","BP579-CHABLIS 5.5'' Heel Platform Ankle Boot",,"Online only"
"AWptZr4xJbEilcB6RBha","2019/4/30","2019-04-30T08:07:06Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Stone","Women's Studded Buckle Detail Boots",,"Online only: 60% off"
"AWptY-z20U_gzG0hjgm4","2019/4/30","2019-04-30T08:06:26Z","Unique Bargains","Womens Shoes,Clothing,All Womens Shoes,Shoes","Blue","PYPE Women Contrast Sole Breathable Mesh Running Shoes",,"Online only: 50% off"
"AWptWUZkAGTnQPR7vsdE","2019/4/30","2019-04-30T08:05:37Z","Nature Breeze","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Alrisco Nature Breeze New Women Vickie-HI New Women Suede Slouchy Thigh High Boot",,"Online only"
"AWptbmTFAGTnQPR7vulf","2019/4/30","2019-04-30T08:05:02Z","Drew","Womens Shoes,Clothing,All Womens Shoes,Shoes","Brown Combo","Women's Drew Joy",,"Online only: 11% off"
"AWptaPEJ0U_gzG0hjhCx","2019/4/30","2019-04-30T08:04:09Z","BETTIE PAGE","Clothing,Shoes,Womens Shoes,All Womens Shoes","Nude","BETTIE PAGE BP403-ANNALISE Women's 4 Inch Closed Toe T-strap Cone Heel Pump",,"Online only"
"AWptW97PM263mwCq-htc","2019/4/30","2019-04-30T08:02:56Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Taupe","Brinley Co. Women's Faux Suede Two-tone Western Side Slit Booties",,"Online only: 71% off"
"AWptanpPAGTnQPR7vt9-","2019/4/30","2019-04-30T08:02:18Z","PleaserUSA","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Brushed Hologram and Clear","KISS-209BHG, 6'' Heel 1 3/4'' Platform Ankle Strap Sandal",,"Online only"
"AWptWSKzJbEilcB6RAdn","2019/4/30","2019-04-30T08:02:00Z","Floral","Clothing,Shoes,Womens Shoes,All Womens Shoes","Gold","FLORAL Pearl Women's Wide Width Evening Dress Shoes for Wedding, Prom, Dinner BLACK 12",,"Online only"
"AWptWRHZAGTnQPR7vscn","2019/4/30","2019-04-30T08:01:36Z","Floral","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","FLORAL Irene Women's Wide Width Open Toe Perforated Outer Design Slip On Shoes GOLD 6",,"Online only"
"AWptcUFqJbEilcB6RC-x","2019/4/30","2019-04-30T08:01:11Z","Easy Spirit","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black-patent","Easy Spirit Womens Motion Leather Low Top Lace Up Fashion Sneakers",,"Online only: 43% off"
"AWptWfANJbEilcB6RAfg","2019/4/30","2019-04-30T08:00:32Z","Diba True","Clothing,Shoes,Womens Shoes,All Womens Shoes","Natural Leather","Women's Diba True Idaho City Open Toe Bootie",,"Online only"
"AWps8bQjAGTnQPR7vpbV","2019/4/30","2019-04-30T06:11:07Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Brinley Co. Womens Comfort Faux Suede Riding Boot",,"Was 99.99"
"AWpsii7GM263mwCq-ZlQ","2019/4/30","2019-04-30T04:17:30Z","ellie","Womens Shoes,Clothing,All Womens Shoes,Shoes","Purple","4 Inch Glitter Go Go Boots Platform Chunky Heel Sexy Glamour Boots",,"Online only: 21% off"
"AWpshGqbAGTnQPR7vkFE","2019/4/30","2019-04-30T04:16:57Z","Skechers Work","Womens Shoes,Clothing,All Womens Shoes,Shoes","Navy/Charcoal","Women's Skechers Work D'Lites SR Pooler Alloy Toe Work Shoe",,"Online only"
"AWpsiIESJbEilcB6Q4Vs","2019/4/30","2019-04-30T04:15:16Z","J. Adams","Clothing,Shoes,Womens Shoes,All Womens Shoes","Taupe Suede","J. Adams Low Slip On Sandal Slide - Comfortable Everyday Block Heel - Trendy Slipper S",,"Online only"
"AWpsJI0V0U_gzG0hjTPU","2019/4/30","2019-04-30T02:36:28Z","Fergalicious","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Oiled Fabric","Women's Fergalicious Nadira Ankle Bootie",,"Online only"
"AWpsLZPjM263mwCq-WLg","2019/4/30","2019-04-30T02:23:06Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Taupe","Womens Ruffle Faux Suede Ankle-strap Heels",,"Online only: 49% off"
"AWpsKuoM0U_gzG0hjUAI","2019/4/30","2019-04-30T02:22:52Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","Clear PVC/Silver Multi Rhinestones","Women's Pleaser Bejeweled 1018DM-7 Ankle Boot",,"Online only"
"AWpsFEKLAGTnQPR7vfB2","2019/4/30","2019-04-30T02:22:29Z","Drew","Clothing,Shoes,Womens Shoes,All Womens Shoes","Cream Suede","Women's Drew Tuscany Sneaker",,"Online only"
"AWpsFYe70U_gzG0hjSVb","2019/4/30","2019-04-30T02:22:27Z","SAS","Clothing,Shoes,Womens Shoes,All Womens Shoes","BONE","Women's SAS, Siesta Lace up Shoe",,"Online only"
"AWpsGPSnAGTnQPR7vfH6","2019/4/30","2019-04-30T02:22:19Z","Ros Hommerson","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","women's ros hommerson joyce cap toe pump",,"Online only"
"AWpsJKhI0U_gzG0hjTP_","2019/4/30","2019-04-30T02:22:15Z","Ros Hommerson","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","women's ros hommerson joyce cap toe pump",,"Online only"
"AWpsHDMO0U_gzG0hjSoi","2019/4/30","2019-04-30T02:21:19Z","Mark and Maddux","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Mark and Maddux Two-piece Women's Chunky Heel Pump in Camel",,"Online only"
"AWpsF_PUJbEilcB6Qy9f","2019/4/30","2019-04-30T02:21:07Z","Eva Zoe","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Eva Zoe Womens Gabriella Over The Knee Boot Shoes",,"Online only: 25% off"
"AWpsH-bFM263mwCq-Uja","2019/4/30","2019-04-30T02:21:05Z","Not Rated","Womens Shoes,Clothing,All Womens Shoes,Shoes","Taupe","Not Rated Women's Auriga Ankle Fringe Bootie",,"Online only"
"AWpsKXbPAGTnQPR7vgef","2019/4/30","2019-04-30T02:20:59Z","J75","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Oil PU Canvas","J75 by Jump STRONG Women Round Toe Mid-Calf Military Boot Cheetah Print M US 5 Women",,"Online only"
"AWpsG0eKM263mwCq-UNs","2019/4/30","2019-04-30T02:20:36Z","Easy Street","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","easy street women's proper pump (sand super suede)",,"Online only"
"AWpsGfryM263mwCq-UHs","2019/4/30","2019-04-30T02:20:30Z","Liliana","Clothing,Shoes,Womens Shoes,All Womens Shoes","Charcoal","LILIANA ROMANE-1 Women's Chunky Heel Riding Ankle Booties",,"Online only"
"AWpsHntTM263mwCq-UcO","2019/4/30","2019-04-30T02:20:29Z","Fergalicious","Clothing,Shoes,Womens Shoes,All Womens Shoes","Doe Oiled Fabric","Women's Fergalicious Bunker Ankle Bootie",,"Online only"
"AWpsKXXnAGTnQPR7vgea","2019/4/30","2019-04-30T02:20:18Z","Mark and Maddux","Womens Shoes,Clothing,All Womens Shoes,Shoes","Red","Mark and Maddux Chunky Heel Women's Pointed Pumps",,"Online only"
"AWpsHDj4M263mwCq-UR1","2019/4/30","2019-04-30T02:19:32Z","Unique Bargains","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Unique Bargains Women's Block Heel Round Toe Over the Knee Boots",,"Online only: 51% off"
"AWpsJ-CFAGTnQPR7vgOx","2019/4/30","2019-04-30T02:19:08Z","Material Girl","Clothing,Shoes,Womens Shoes,All Womens Shoes","Navy","Material Girl Womens Landrey Velvet Lace-Up Booties",,"Online only: 42% off"
"AWpsGOp2AGTnQPR7vfHp","2019/4/30","2019-04-30T02:19:06Z","Trotters","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Leather","Trotters Lillian W Square Toe Leather Bootie",,"Online only"
"AWpsH9iKAGTnQPR7vfnB","2019/4/30","2019-04-30T02:19:04Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","Women's Back East Ankle Boot",,"Online only"
"AWpsKIzy0U_gzG0hjTjI","2019/4/30","2019-04-30T02:18:45Z","fergalicious","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","women's fergalicious lexus riding boot wide calf",,"Online only"
"AWpsIX8mAGTnQPR7vfuc","2019/4/30","2019-04-30T02:18:07Z","Steve Madden","Clothing,Shoes,Womens Shoes,All Womens Shoes","Red","Steve Madden Women's Irenee Suede Red Ankle-High Pump - 9.5M",,"Online only: 35% off"
"AWpsJxjLJbEilcB6Q0Gb","2019/4/30","2019-04-30T02:18:04Z","Premiere Fashion","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","1Duck Women's Lace Up Two Tone Combat Style Calf Rain Duck Boots Black 6",,"Online only"
"AWpsJ0AWAGTnQPR7vgMs","2019/4/30","2019-04-30T02:17:19Z","jbu-by-jambu","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Brushed Vegan/Textured Wool","women's jambu jbu crimson slip on",,"Online only: 25% off"
"AWpsGhC3AGTnQPR7vfMf","2019/4/30","2019-04-30T02:09:33Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Womens Pointed Toe Faux Suede Classic Ankle Strap Wedges",,"Online only: 42% off"
"AWpoFeSHM263mwCq-Qto","2019-04-29","2019-04-29T07:26:23Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Cognac","City Classified Catch-S Women's Buckle Strap Ankle Booties",,"Online only"
"AWpoB0dlAGTnQPR7vYL-","2019-04-29","2019-04-29T07:25:03Z","Blossom","Clothing,Shoes,Womens Shoes,All Womens Shoes","Nude","Blossom Rita 8Women's Strappy Embellished Formal Heels",,"Online only"
"AWpoDhSKM263mwCq-PQv","2019-04-29","2019-04-29T07:16:10Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown","Women's Extra Wide Calf Double-Buckle Knee-High Riding Boot",,"Online only"
"AWpoBX9DM263mwCq-Mib","2019-04-29","2019-04-29T07:16:04Z","Not Rated","Clothing,Shoes,Womens Shoes,All Womens Shoes","Tan","Not Rated Women's Shea Ankle Bootie, Tan, Size 9.0",,"Online only"
"AWpoBI88AGTnQPR7vXSM","2019-04-29","2019-04-29T07:15:43Z","Spring Step","Clothing,Shoes,Womens Shoes,All Womens Shoes","Red Leather","Women's Spring Step Tulisa Loafer",,"Online only"
"AWpoE30pJbEilcB6QvQk","2019-04-29","2019-04-29T07:15:40Z","SoftWalk","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dark Brown Tumbled Leather/Cow Suede","softwalk women's imlay boot, dark grey, 11 n us",,"Online only: 47% off"
"AWpn-HFiAGTnQPR7vUsM","2019-04-29","2019-04-29T07:15:33Z","Ros Hommerson","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","women's ros hommerson joyce cap toe pump",,"Online only"
"AWpn_hcSJbEilcB6Qpdi","2019-04-29","2019-04-29T07:15:29Z","SoftWalk","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Soft Mini Tumbled Leather","women's softwalk ramsey lace chukka bootie",,"Online only"
"AWpoBkbO0U_gzG0hjLNT","2019-04-29","2019-04-29T07:15:27Z","SoftWalk","Clothing,Shoes,Womens Shoes,All Womens Shoes","Sand Grey Cow Suede Leather","women's softwalk ramsey lace chukka bootie",,"Online only"
"AWpoBhsiJbEilcB6QrqK","2019-04-29","2019-04-29T07:14:46Z","Fuzzy","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","FUZZY Anita Women's Wide Width Walking Shoes",,"Online only"
"AWpoClK0M263mwCq-OHN","2019-04-29","2019-04-29T07:14:26Z","Fergie Shoes","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","women's fergie footwear elise harness boot",,"Online only"
"AWpoBqw3M263mwCq-M8c","2019-04-29","2019-04-29T07:14:25Z","Mark and Maddux","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Mark and Maddux Two-piece Women's Chunky Heel Pump in Camel",,"Online only"
"AWpoBnAyAGTnQPR7vX3l","2019-04-29","2019-04-29T07:14:11Z","Not Rated","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Not Rated Womens Cowgirl Star Booties",,"Online only"
"AWpoB3b7AGTnQPR7vYQE","2019-04-29","2019-04-29T07:14:06Z","J75","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Oil PU Canvas","J75 by Jump STRONG Women Round Toe Mid-Calf Military Boot Cheetah Print M US 5 Women",,"Online only"
"AWpn-VUA0U_gzG0hjIE4","2019-04-29","2019-04-29T07:14:05Z","J75","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Purple","J75 by Jump STRONG Women Round Toe Mid-Calf Military Boot Cheetah Print M US 5 Women",,"Online only"
"AWpoBcOk0U_gzG0hjLCA","2019-04-29","2019-04-29T07:13:58Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","Women's A2 by Aerosoles Best Role Bootie",,"Online only"
"AWpn_hR10U_gzG0hjI9m","2019-04-29","2019-04-29T07:13:40Z","Charles By Charles David","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Charles By David Women's Trudy Night Ankle-High Leather Boot - 8M",,"Online only: 55% off"
"AWpoA3nFAGTnQPR7vW8I","2019-04-29","2019-04-29T07:13:35Z","Alfani","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Alfani Womens Novaa Fabric Almond Toe Over Knee Fashion Boots",,"Online only: 75% off"
"AWpoCiVrAGTnQPR7vZEm","2019-04-29","2019-04-29T07:13:31Z","Demonia","Clothing,Shoes,Womens Shoes,All Womens Shoes","Burgundy Rub-Off Leather","*10 Eyelette Burgundy Le S/T Calf Boot W/4 Buckles - Burgundy Rub-Off Leather, 14",,"Online only"
"AWpoD3NsJbEilcB6Quf8","2019-04-29","2019-04-29T07:13:23Z","LifeStride","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Lifestride Women's Darcy Wedge Pump",,"Online only"
"AWpoDYIK0U_gzG0hjNeK","2019-04-29","2019-04-29T07:12:31Z","Unique Bargains","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","284H 17 Woman Open Toe Chunky High Heel Ankle Strap Sandals Camel/US 5.5",,"Online only"
"AWpn-xcYAGTnQPR7vU8v","2019-04-29","2019-04-29T07:12:19Z","White Mountain","Womens Shoes,Clothing,All Womens Shoes,Shoes","Tobacco Embossed Fabric","Women's White Mountain Davenport Ankle Boot",,"Online only: 54% off"
"AWpn_WBj0U_gzG0hjI0P","2019-04-29","2019-04-29T07:12:05Z","Material Girl","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver","Material Girl Womens Westley Open Toe Casual Gladiator Sandals",,"Online only: 20% off"
"AWpn_i0XAGTnQPR7vVkX","2019-04-29","2019-04-29T07:12:02Z","Puma","Clothing,Shoes,Womens Shoes,All Womens Shoes","Peach Beige Suede","Puma Women's Vikky Leather/Synthetic Black/White Ankle-High Leather Fashion Sneaker - 9M",,"Online only: 20% off"
"AWpoCJPmM263mwCq-Nlz","2019-04-29","2019-04-29T07:12:01Z","PUMA","Clothing,Shoes,Womens Shoes,All Womens Shoes","Blue Coral","PUMA Women's Blur Running Shoes",,"Online only"
"AWpoBUwzJbEilcB6QrYk","2019-04-29","2019-04-29T07:11:55Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","women's aerosoles hole of fame mid calf boot",,"Online only: 46% off"
"AWpoFcoa0U_gzG0hjPDg","2019-04-29","2019-04-29T07:11:42Z","SAS","Clothing,Shoes,Womens Shoes,All Womens Shoes","NAVY","Women's SAS, Roamer Slip on Shoe",,"Online only"
"AWpoFbSlJbEilcB6Qvly","2019-04-29","2019-04-29T07:11:39Z","Fergalicious","Womens Shoes,Clothing,All Womens Shoes,Shoes","Rosy Polyurethane","Women's Fergalicious Maryanne Cage Heel",,"Online only"
"AWpoCjQs0U_gzG0hjMds","2019-04-29","2019-04-29T07:11:36Z","NK FASHION","Clothing,Shoes,Womens Shoes,All Womens Shoes","Pink","NK FASHION Womens Indoor Slippers Cute Bow Soft Sole House Slipper Flat Shoes Winter Warm",,"Online only: 50% off"
"AWpn-u_oAGTnQPR7vU6d","2019-04-29","2019-04-29T07:11:09Z","White Mountain","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","White Mountain Womens Lefty Almond Toe Mid-Calf Fashion Boots",,"Online only: 67% off"
"AWpn-hrSM263mwCq-JwA","2019-04-29","2019-04-29T07:11:00Z","Steve Madden","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Steve Madden Women's Korra Suede Black Ankle-High Pump - 10M",,"Online only: 69% off"
"AWpoBl1TJbEilcB6QrwU","2019-04-29","2019-04-29T07:10:59Z","Answer 2","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Women's Answer 2 447",,"Online only"
"AWpoGjX20U_gzG0hjPdA","2019-04-29","2019-04-29T07:10:47Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Lux Soft Leather","women's trotters shannon ankle boot",,"Online only"
"AWpoGH_HAGTnQPR7vcB4","2019-04-29","2019-04-29T07:10:24Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Cement","City Classified Women's Faux Suede Mid Calf Stacked Heel Boot",,"Online only"
"AWpoFEDjJbEilcB6QvY_","2019-04-29","2019-04-29T07:10:23Z","City Classified","Clothing,Shoes,Womens Shoes,All Womens Shoes","Tan","City Classified Women's Faux Leather Mid Calf Stacked Heel Boot (Tan, 9 B(M) US)",,"Online only"
"AWpoBGfCJbEilcB6QrJF","2019-04-29","2019-04-29T07:10:10Z","jbu-by-jambu","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Brushed Vegan/Textured Wool","women's jambu jbu crimson slip on",,"Online only: 25% off"
